Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2015-12-18,Vitesse,Twente,5,1,H,1.4,5.0,6.5,2015,,,,,,,,,,,,,,,
2015-12-19,AZ Alkmaar,Utrecht,2,2,D,2.15,3.5,3.2,2015,,,,,,,,,,,,,,,
2015-12-19,Heracles,Groningen,2,1,H,2.2,3.4,3.2,2015,,,,,,,,,,,,,,,
2015-12-19,PSV Eindhoven,Zwolle,3,2,H,1.22,6.5,10.5,2015,,,,,,,,,,,,,,,
2015-12-20,Nijmegen,Feyenoord,3,1,H,4.2,4.0,1.75,2015,,,,,,,,,,,,,,,
2015-12-20,Heerenveen,Den Haag,0,4,A,2.0,3.6,3.5,2015,,,,,,,,,,,,,,,
2015-12-20,Willem II,Roda,3,2,H,1.62,4.0,5.25,2015,,,,,,,,,,,,,,,
2015-12-20,Ajax,Graafschap,2,1,H,1.1,9.0,21.0,2015,,,,,,,,,,,,,,,
2015-12-20,Excelsior,Cambuur,1,4,A,1.95,3.5,3.75,2015,,,,,,,,,,,,,,,
2016-01-15,Twente,Heracles,4,0,H,2.3,3.6,2.8,2015,,,,,,,,,,,,,,,
2016-01-16,Cambuur,Vitesse,0,2,A,3.8,3.8,1.85,2015,,,,,,,,,,,,,,,
2016-01-16,Graafschap,Excelsior,2,0,H,2.3,3.5,2.88,2015,,,,,,,,,,,,,,,
2016-01-16,Roda,AZ Alkmaar,0,1,A,3.25,3.6,2.1,2015,,,,,,,,,,,,,,,
2016-01-16,Zwolle,Heerenveen,5,2,H,2.05,3.6,3.3,2015,,,,,,,,,,,,,,,
2016-01-17,Nijmegen,Willem II,1,0,H,2.05,3.4,3.5,2015,,,,,,,,,,,,,,,
2016-01-17,Groningen,Utrecht,1,4,A,2.5,3.4,2.7,2015,,,,,,,,,,,,,,,
2016-01-17,Feyenoord,PSV Eindhoven,0,2,A,2.5,3.4,2.7,2015,,,,,,,,,,,,,,,
2016-01-17,Den Haag,Ajax,0,1,A,5.25,3.7,1.65,2015,,,,,,,,,,,,,,,
2016-01-22,Groningen,Nijmegen,0,0,D,2.15,3.4,3.3,2015,,,,,,,,,,,,,,,
2016-01-23,Ajax,Vitesse,1,0,H,1.55,4.2,5.5,2015,,,,,,,,,,,,,,,
2016-01-23,Excelsior,Roda,0,1,A,2.0,3.5,3.6,2015,,,,,,,,,,,,,,,
2016-01-23,Heerenveen,Willem II,3,1,H,2.05,3.4,3.5,2015,,,,,,,,,,,,,,,
2016-01-23,Heracles,Graafschap,2,1,H,1.57,3.75,6.0,2015,,,,,,,,,,,,,,,
2016-01-24,Utrecht,Zwolle,1,0,H,1.73,3.5,5.0,2015,,,,,,,,,,,,,,,
2016-01-24,PSV Eindhoven,Twente,4,2,H,1.2,7.0,11.0,2015,,,,,,,,,,,,,,,
2016-01-24,Den Haag,Cambuur,2,1,H,1.67,3.8,5.0,2015,,,,,,,,,,,,,,,
2016-01-24,AZ Alkmaar,Feyenoord,4,2,H,4.0,3.6,1.85,2015,,,,,,,,,,,,,,,
2016-01-26,Ajax,Heracles,0,0,D,1.29,6.0,8.5,2015,,,,,,,,,,,,,,,
2016-01-26,Willem II,Groningen,1,1,D,2.0,3.4,3.75,2015,,,,,,,,,,,,,,,
2016-01-27,AZ Alkmaar,Cambuur,3,1,H,1.44,4.5,6.5,2015,,,,,,,,,,,,,,,
